Bus,Date,Hour,LMP,LMP DA,Overgeneration,Shortfall
CopperSheet,2020-03-21,7,27.75487,,0.0,0.0
CopperSheet,2020-03-21,8,22.492903,,0.0,0.0
CopperSheet,2020-03-21,9,19.689677,,0.0,0.0
CopperSheet,2020-03-21,10,0.0,,0.0,0.0
CopperSheet,2020-03-21,11,0.0,,0.0,0.0
CopperSheet,2020-03-21,12,0.0,,0.0,0.0
CopperSheet,2020-03-21,13,0.0,,0.0,0.0
CopperSheet,2020-03-21,14,0.0,,0.0,0.0
CopperSheet,2020-03-21,15,0.0,,0.0,0.0
CopperSheet,2020-03-21,16,0.0,,0.0,0.0
CopperSheet,2020-03-21,17,18.861,,0.0,0.0
CopperSheet,2020-03-21,18,20.4,,0.0,0.0
CopperSheet,2020-03-21,19,27.274839,,0.0,0.0
CopperSheet,2020-03-21,20,36.123987,,0.0,0.0
CopperSheet,2020-03-21,21,33.947002,,0.0,0.0
CopperSheet,2020-03-21,22,26.790747,,0.0,0.0
CopperSheet,2020-03-21,23,26.790747,,0.0,0.0
CopperSheet,2020-03-21,24,24.617429,,0.0,0.0
CopperSheet,2020-03-22,1,23.129011,,0.0,0.0
CopperSheet,2020-03-22,2,23.206645,,0.0,0.0
CopperSheet,2020-03-22,3,24.617429,,0.0,0.0
CopperSheet,2020-03-22,4,25.908442,,0.0,0.0
CopperSheet,2020-03-22,5,24.617429,,0.0,0.0
CopperSheet,2020-03-22,6,25.908442,,0.0,0.0
CopperSheet,2020-03-22,7,26.790747,,0.0,0.0
CopperSheet,2020-03-22,8,22.492903,,0.0,0.0
CopperSheet,2020-03-22,9,18.573548,,0.0,0.0
CopperSheet,2020-03-22,10,0.0,,0.0,0.0
CopperSheet,2020-03-22,11,0.0,,0.0,0.0
CopperSheet,2020-03-22,12,0.0,,0.0,0.0
CopperSheet,2020-03-22,13,0.0,,0.0,0.0
CopperSheet,2020-03-22,14,0.0,,0.0,0.0
CopperSheet,2020-03-22,15,0.0,,0.0,0.0
CopperSheet,2020-03-22,16,16.970779,,0.0,0.0
CopperSheet,2020-03-22,17,18.861,,0.0,0.0
CopperSheet,2020-03-22,18,22.51634,,0.0,0.0
CopperSheet,2020-03-22,19,30.530146,,0.0,0.0
CopperSheet,2020-03-22,20,33.947002,,0.0,0.0
CopperSheet,2020-03-22,21,33.947002,,0.0,0.0
CopperSheet,2020-03-22,22,32.462075,,0.0,0.0
CopperSheet,2020-03-22,23,27.75487,,0.0,0.0
CopperSheet,2020-03-22,24,27.050323,,0.0,0.0
CopperSheet,2020-03-23,1,24.617429,,0.0,0.0
CopperSheet,2020-03-23,2,23.07,,0.0,0.0
CopperSheet,2020-03-23,3,23.129011,,0.0,0.0
CopperSheet,2020-03-23,4,24.617429,,0.0,0.0
CopperSheet,2020-03-23,5,25.908442,,0.0,0.0
CopperSheet,2020-03-23,6,27.75487,,0.0,0.0
CopperSheet,2020-03-23,7,32.462075,,0.0,0.0
CopperSheet,2020-03-23,8,22.51634,,0.0,0.0
CopperSheet,2020-03-23,9,18.573548,,0.0,0.0
CopperSheet,2020-03-23,10,16.970779,,0.0,0.0
CopperSheet,2020-03-23,11,18.463399,,0.0,0.0
CopperSheet,2020-03-23,12,14.191503,,0.0,0.0
CopperSheet,2020-03-23,13,18.463399,,0.0,0.0
CopperSheet,2020-03-23,14,18.861,,0.0,0.0
CopperSheet,2020-03-23,15,18.861,,0.0,0.0
CopperSheet,2020-03-23,16,19.429677,,0.0,0.0
CopperSheet,2020-03-23,17,21.287742,,0.0,0.0
CopperSheet,2020-03-23,18,23.07,,0.0,0.0
CopperSheet,2020-03-23,19,33.035161,,0.0,0.0
CopperSheet,2020-03-23,20,36.123987,,0.0,0.0
CopperSheet,2020-03-23,21,36.123987,,0.0,0.0
CopperSheet,2020-03-23,22,32.462075,,0.0,0.0
CopperSheet,2020-03-23,23,27.274839,,0.0,0.0
CopperSheet,2020-03-23,24,25.3,,0.0,0.0
CopperSheet,2020-03-24,1,22.968387,,0.0,0.0
CopperSheet,2020-03-24,2,22.51634,,0.0,0.0
CopperSheet,2020-03-24,3,23.07,,0.0,0.0
CopperSheet,2020-03-24,4,23.129011,,0.0,0.0
CopperSheet,2020-03-24,5,24.617429,,0.0,0.0
CopperSheet,2020-03-24,6,26.324188,,0.0,0.0
CopperSheet,2020-03-24,7,30.530146,,0.0,0.0
CopperSheet,2020-03-24,8,23.206645,,0.0,0.0
CopperSheet,2020-03-24,9,19.689677,,0.0,0.0
CopperSheet,2020-03-24,10,18.861,,0.0,0.0
CopperSheet,2020-03-24,11,0.0,,0.0,0.0
CopperSheet,2020-03-24,12,0.0,,0.0,0.0
CopperSheet,2020-03-24,13,0.0,,0.0,0.0
CopperSheet,2020-03-24,14,0.0,,0.0,0.0
CopperSheet,2020-03-24,15,0.0,,0.0,0.0
CopperSheet,2020-03-24,16,14.191503,,0.0,0.0
CopperSheet,2020-03-24,17,19.429677,,0.0,0.0
CopperSheet,2020-03-24,18,22.492903,,0.0,0.0
CopperSheet,2020-03-24,19,23.129011,,0.0,0.0
CopperSheet,2020-03-24,20,10000.0,,0.0,0.0
CopperSheet,2020-03-24,21,33.947002,,0.0,0.0
CopperSheet,2020-03-24,22,27.050323,,0.0,0.0
CopperSheet,2020-03-24,23,23.657742,,0.0,0.0
CopperSheet,2020-03-24,24,21.288312,,0.0,0.0
CopperSheet,2020-03-25,1,20.419032,,0.0,0.0
CopperSheet,2020-03-25,2,21.287742,,0.0,0.0
CopperSheet,2020-03-25,3,19.034194,,0.0,0.0
CopperSheet,2020-03-25,4,19.689677,,0.0,0.0
CopperSheet,2020-03-25,5,19.689677,,0.0,0.0
CopperSheet,2020-03-25,6,22.968387,,0.0,0.0
CopperSheet,2020-03-25,7,33.947002,,0.0,0.0
CopperSheet,2020-03-25,8,22.492903,,0.0,0.0
CopperSheet,2020-03-25,9,19.034194,,0.0,0.0
CopperSheet,2020-03-25,10,16.970779,,0.0,0.0
CopperSheet,2020-03-25,11,0.0,,0.0,0.0
CopperSheet,2020-03-25,12,0.0,,0.0,0.0
CopperSheet,2020-03-25,13,0.0,,0.0,0.0
CopperSheet,2020-03-25,14,0.0,,0.0,0.0
CopperSheet,2020-03-25,15,0.0,,0.0,0.0
CopperSheet,2020-03-25,16,0.0,,0.0,0.0
CopperSheet,2020-03-25,17,18.573548,,0.0,0.0
CopperSheet,2020-03-25,18,21.116774,,0.0,0.0
CopperSheet,2020-03-25,19,30.530146,,0.0,0.0
CopperSheet,2020-03-25,20,36.123987,,0.0,0.0
CopperSheet,2020-03-25,21,32.462075,,0.0,0.0
CopperSheet,2020-03-25,22,20.4,,0.0,0.0
CopperSheet,2020-03-25,23,19.034194,,0.0,0.0
CopperSheet,2020-03-25,24,14.191503,,0.0,0.0
CopperSheet,2020-03-26,1,0.0,,0.0,0.0
CopperSheet,2020-03-26,2,19.034194,,0.0,0.0
CopperSheet,2020-03-26,3,19.429677,,0.0,0.0
CopperSheet,2020-03-26,4,18.861,,0.0,0.0
CopperSheet,2020-03-26,5,14.191503,,0.0,0.0
CopperSheet,2020-03-26,6,18.861,,0.0,0.0
CopperSheet,2020-03-26,7,19.034194,,0.0,0.0
CopperSheet,2020-03-26,8,0.0,,0.0,0.0
CopperSheet,2020-03-26,9,0.0,,0.0,0.0
CopperSheet,2020-03-26,10,0.0,,0.0,0.0
CopperSheet,2020-03-26,11,0.0,,0.0,0.0
CopperSheet,2020-03-26,12,0.0,,0.0,0.0
CopperSheet,2020-03-26,13,0.0,,0.0,0.0
CopperSheet,2020-03-26,14,0.0,,0.0,0.0
CopperSheet,2020-03-26,15,0.0,,0.0,0.0
CopperSheet,2020-03-26,16,18.072549,,0.0,0.0
CopperSheet,2020-03-26,17,18.861,,0.0,0.0
CopperSheet,2020-03-26,18,22.492903,,0.0,0.0
CopperSheet,2020-03-26,19,30.530146,,0.0,0.0
CopperSheet,2020-03-26,20,36.123987,,0.0,0.0
CopperSheet,2020-03-26,21,26.790747,,0.0,0.0
CopperSheet,2020-03-26,22,22.51634,,0.0,0.0
CopperSheet,2020-03-26,23,21.843871,,0.0,0.0
CopperSheet,2020-03-26,24,18.573548,,0.0,0.0
CopperSheet,2020-03-27,1,19.689677,,0.0,0.0
CopperSheet,2020-03-27,2,19.689677,,0.0,0.0
CopperSheet,2020-03-27,3,20.419032,,0.0,0.0
CopperSheet,2020-03-27,4,0.0,,0.0,0.0
CopperSheet,2020-03-27,5,0.0,,0.0,0.0
CopperSheet,2020-03-27,6,0.0,,0.0,0.0
CopperSheet,2020-03-27,7,19.689677,,0.0,0.0
CopperSheet,2020-03-27,8,0.0,,0.0,0.0
CopperSheet,2020-03-27,9,0.0,,0.0,0.0
CopperSheet,2020-03-27,10,0.0,,0.0,0.0
CopperSheet,2020-03-27,11,0.0,,0.0,0.0
CopperSheet,2020-03-27,12,0.0,,0.0,0.0
CopperSheet,2020-03-27,13,0.0,,0.0,0.0
CopperSheet,2020-03-27,14,0.0,,0.0,0.0
CopperSheet,2020-03-27,15,0.0,,0.0,0.0
CopperSheet,2020-03-27,16,0.0,,0.0,0.0
CopperSheet,2020-03-27,17,20.419032,,0.0,0.0
CopperSheet,2020-03-27,18,20.419032,,0.0,0.0
CopperSheet,2020-03-27,19,30.530146,,0.0,0.0
CopperSheet,2020-03-27,20,33.752674,,0.0,0.0
CopperSheet,2020-03-27,21,36.123987,,0.0,0.0
CopperSheet,2020-03-27,22,27.050323,,0.0,0.0
CopperSheet,2020-03-27,23,22.968387,,0.0,0.0
CopperSheet,2020-03-27,24,22.732415,,0.0,0.0
CopperSheet,2020-03-28,1,22.968387,,0.0,0.0
CopperSheet,2020-03-28,2,27.050323,,0.0,0.0
CopperSheet,2020-03-28,3,25.908442,,0.0,0.0
CopperSheet,2020-03-28,4,23.657742,,0.0,0.0
CopperSheet,2020-03-28,5,27.274839,,0.0,0.0
CopperSheet,2020-03-28,6,30.530146,,0.0,0.0
CopperSheet,2020-03-28,7,32.462075,,0.0,0.0
CopperSheet,2020-03-28,8,22.492903,,0.0,0.0
CopperSheet,2020-03-28,9,0.0,,0.0,0.0
CopperSheet,2020-03-28,10,0.0,,0.0,0.0
CopperSheet,2020-03-28,11,0.0,,0.0,0.0
CopperSheet,2020-03-28,12,0.0,,0.0,0.0
CopperSheet,2020-03-28,13,20.419032,,0.0,0.0
CopperSheet,2020-03-28,14,20.419032,,0.0,0.0
CopperSheet,2020-03-28,15,21.287742,,0.0,0.0
CopperSheet,2020-03-28,16,20.419032,,0.0,0.0
CopperSheet,2020-03-28,17,21.116774,,0.0,0.0
CopperSheet,2020-03-28,18,25.908442,,0.0,0.0
CopperSheet,2020-03-28,19,33.947002,,0.0,0.0
CopperSheet,2020-03-28,20,36.123987,,0.0,0.0
CopperSheet,2020-03-28,21,32.462075,,0.0,0.0
CopperSheet,2020-03-28,22,25.908442,,0.0,0.0
CopperSheet,2020-03-28,23,22.968387,,0.0,0.0
CopperSheet,2020-03-28,24,27.050323,,0.0,0.0
CopperSheet,2020-03-29,1,18.573548,,0.0,0.0
CopperSheet,2020-03-29,2,0.0,,0.0,0.0
CopperSheet,2020-03-29,3,19.689677,,0.0,0.0
CopperSheet,2020-03-29,4,20.419032,,0.0,0.0
CopperSheet,2020-03-29,5,0.0,,0.0,0.0
CopperSheet,2020-03-29,6,0.0,,0.0,0.0
CopperSheet,2020-03-29,7,0.0,,0.0,0.0
CopperSheet,2020-03-29,8,0.0,,0.0,0.0
CopperSheet,2020-03-29,9,0.0,,0.0,0.0
CopperSheet,2020-03-29,10,0.0,,0.0,0.0
CopperSheet,2020-03-29,11,0.0,,0.0,0.0
CopperSheet,2020-03-29,12,0.0,,0.0,0.0
CopperSheet,2020-03-29,13,0.0,,0.0,0.0
CopperSheet,2020-03-29,14,0.0,,0.0,0.0
CopperSheet,2020-03-29,15,0.0,,0.0,0.0
CopperSheet,2020-03-29,16,0.0,,0.0,0.0
CopperSheet,2020-03-29,17,0.0,,0.0,0.0
CopperSheet,2020-03-29,18,0.0,,0.0,0.0
CopperSheet,2020-03-29,19,33.035161,,0.0,0.0
CopperSheet,2020-03-29,20,36.123987,,0.0,0.0
CopperSheet,2020-03-29,21,36.123987,,0.0,0.0
CopperSheet,2020-03-29,22,32.462075,,0.0,0.0
CopperSheet,2020-03-29,23,32.462075,,0.0,0.0
CopperSheet,2020-03-29,24,27.75487,,0.0,0.0
CopperSheet,2020-03-30,1,25.908442,,0.0,0.0
CopperSheet,2020-03-30,2,22.492903,,0.0,0.0
CopperSheet,2020-03-30,3,19.034194,,0.0,0.0
CopperSheet,2020-03-30,4,18.573548,,0.0,0.0
CopperSheet,2020-03-30,5,0.0,,0.0,0.0
CopperSheet,2020-03-30,6,0.0,,0.0,0.0
CopperSheet,2020-03-30,7,18.573548,,0.0,0.0
CopperSheet,2020-03-30,8,0.0,,0.0,0.0
CopperSheet,2020-03-30,9,0.0,,0.0,0.0
CopperSheet,2020-03-30,10,19.689677,,0.0,0.0
CopperSheet,2020-03-30,11,21.843871,,0.0,0.0
CopperSheet,2020-03-30,12,22.732415,,0.0,0.0
CopperSheet,2020-03-30,13,22.576985,,0.0,0.0
CopperSheet,2020-03-30,14,21.116774,,0.0,0.0
CopperSheet,2020-03-30,15,21.843871,,0.0,0.0
CopperSheet,2020-03-30,16,22.732415,,0.0,0.0
CopperSheet,2020-03-30,17,19.689677,,0.0,0.0
CopperSheet,2020-03-30,18,22.576985,,0.0,0.0
CopperSheet,2020-03-30,19,27.75487,,0.0,0.0
CopperSheet,2020-03-30,20,36.123987,,0.0,0.0
CopperSheet,2020-03-30,21,33.947002,,0.0,0.0
CopperSheet,2020-03-30,22,23.07,,0.0,0.0
CopperSheet,2020-03-30,23,23.206645,,0.0,0.0
CopperSheet,2020-03-30,24,20.419032,,0.0,0.0
CopperSheet,2020-03-31,1,19.034194,,0.0,0.0
CopperSheet,2020-03-31,2,19.034194,,0.0,0.0
CopperSheet,2020-03-31,3,14.191503,,0.0,0.0
CopperSheet,2020-03-31,4,0.0,,0.0,0.0
CopperSheet,2020-03-31,5,16.970779,,0.0,0.0
CopperSheet,2020-03-31,6,26.790747,,0.0,0.0
CopperSheet,2020-03-31,7,20.419032,,0.0,0.0
CopperSheet,2020-03-31,8,24.617429,,0.0,0.0
CopperSheet,2020-03-31,9,23.206645,,0.0,0.0
CopperSheet,2020-03-31,10,23.206645,,0.0,0.0
CopperSheet,2020-03-31,11,20.419032,,0.0,0.0
CopperSheet,2020-03-31,12,22.51634,,0.0,0.0
CopperSheet,2020-03-31,13,23.206645,,0.0,0.0
CopperSheet,2020-03-31,14,23.206645,,0.0,0.0
CopperSheet,2020-03-31,15,27.27451,,0.0,0.0
CopperSheet,2020-03-31,16,25.3,,0.0,0.0
CopperSheet,2020-03-31,17,25.3,,0.0,0.0
CopperSheet,2020-03-31,18,25.3,,0.0,0.0
CopperSheet,2020-03-31,19,33.035161,,0.0,0.0
CopperSheet,2020-03-31,20,99.5825,,0.0,0.0
CopperSheet,2020-03-31,21,27.75487,,0.0,0.0
CopperSheet,2020-03-31,22,27.27451,,0.0,0.0
CopperSheet,2020-03-31,23,27.274839,,0.0,0.0
CopperSheet,2020-03-31,24,25.3,,0.0,0.0
CopperSheet,2020-04-01,1,25.3,,0.0,0.0
CopperSheet,2020-04-01,2,26.324188,,0.0,0.0
CopperSheet,2020-04-01,3,25.3,,0.0,0.0
CopperSheet,2020-04-01,4,25.3,,0.0,0.0
CopperSheet,2020-04-01,5,26.324188,,0.0,0.0
CopperSheet,2020-04-01,6,26.324188,,0.0,0.0
CopperSheet,2020-04-01,7,36.123987,,0.0,0.0
CopperSheet,2020-04-01,8,22.968387,,0.0,0.0
CopperSheet,2020-04-01,9,19.429677,,0.0,0.0
CopperSheet,2020-04-01,10,19.034194,,0.0,0.0
CopperSheet,2020-04-01,11,21.11634,,0.0,0.0
CopperSheet,2020-04-01,12,23.129011,,0.0,0.0
CopperSheet,2020-04-01,13,23.07,,0.0,0.0
CopperSheet,2020-04-01,14,23.07,,0.0,0.0
CopperSheet,2020-04-01,15,23.07,,0.0,0.0
CopperSheet,2020-04-01,16,23.129011,,0.0,0.0
CopperSheet,2020-04-01,17,24.617429,,0.0,0.0
CopperSheet,2020-04-01,18,27.27451,,0.0,0.0
CopperSheet,2020-04-01,19,24.617429,,0.0,0.0
CopperSheet,2020-04-01,20,10000.0,,0.0,0.0
CopperSheet,2020-04-01,21,27.27451,,0.0,0.0
CopperSheet,2020-04-01,22,27.050323,,0.0,0.0
CopperSheet,2020-04-01,23,21.843871,,0.0,0.0
CopperSheet,2020-04-01,24,19.429677,,0.0,0.0
CopperSheet,2020-04-02,1,23.07,,0.0,0.0
CopperSheet,2020-04-02,2,23.07,,0.0,0.0
CopperSheet,2020-04-02,3,19.689677,,0.0,0.0
CopperSheet,2020-04-02,4,14.191503,,0.0,0.0
CopperSheet,2020-04-02,5,0.0,,0.0,0.0
CopperSheet,2020-04-02,6,16.970779,,0.0,0.0
CopperSheet,2020-04-02,7,18.861,,0.0,0.0
CopperSheet,2020-04-02,8,0.0,,0.0,0.0
CopperSheet,2020-04-02,9,0.0,,0.0,0.0
CopperSheet,2020-04-02,10,0.0,,0.0,0.0
CopperSheet,2020-04-02,11,0.0,,0.0,0.0
CopperSheet,2020-04-02,12,18.463399,,0.0,0.0
CopperSheet,2020-04-02,13,8.1,,0.0,0.0
CopperSheet,2020-04-02,14,18.861,,0.0,0.0
CopperSheet,2020-04-02,15,19.429677,,0.0,0.0
CopperSheet,2020-04-02,16,19.429677,,0.0,0.0
CopperSheet,2020-04-02,17,20.419032,,0.0,0.0
CopperSheet,2020-04-02,18,23.07,,0.0,0.0
CopperSheet,2020-04-02,19,30.530146,,0.0,0.0
CopperSheet,2020-04-02,20,36.123987,,0.0,0.0
CopperSheet,2020-04-02,21,36.123987,,0.0,0.0
CopperSheet,2020-04-02,22,32.462075,,0.0,0.0
CopperSheet,2020-04-02,23,22.576985,,0.0,0.0
CopperSheet,2020-04-02,24,21.287742,,0.0,0.0
CopperSheet,2020-04-03,1,22.51634,,0.0,0.0
CopperSheet,2020-04-03,2,25.908442,,0.0,0.0
CopperSheet,2020-04-03,3,24.617429,,0.0,0.0
CopperSheet,2020-04-03,4,19.689677,,0.0,0.0
CopperSheet,2020-04-03,5,0.0,,0.0,0.0
CopperSheet,2020-04-03,6,18.861,,0.0,0.0
CopperSheet,2020-04-03,7,21.287742,,0.0,0.0
CopperSheet,2020-04-03,8,18.861,,0.0,0.0
CopperSheet,2020-04-03,9,0.0,,0.0,0.0
CopperSheet,2020-04-03,10,0.0,,0.0,0.0
CopperSheet,2020-04-03,11,0.0,,0.0,0.0
CopperSheet,2020-04-03,12,18.463399,,0.0,0.0
CopperSheet,2020-04-03,13,21.116774,,0.0,0.0
CopperSheet,2020-04-03,14,22.492903,,0.0,0.0
CopperSheet,2020-04-03,15,23.07,,0.0,0.0
CopperSheet,2020-04-03,16,23.07,,0.0,0.0
CopperSheet,2020-04-03,17,23.129011,,0.0,0.0
CopperSheet,2020-04-03,18,23.657742,,0.0,0.0
CopperSheet,2020-04-03,19,27.274839,,0.0,0.0
CopperSheet,2020-04-03,20,36.123987,,0.0,0.0
CopperSheet,2020-04-03,21,33.752674,,0.0,0.0
CopperSheet,2020-04-03,22,27.75487,,0.0,0.0
CopperSheet,2020-04-03,23,23.129011,,0.0,0.0
CopperSheet,2020-04-03,24,23.657742,,0.0,0.0
CopperSheet,2020-04-04,1,27.274839,,0.0,0.0
CopperSheet,2020-04-04,2,23.07,,0.0,0.0
CopperSheet,2020-04-04,3,20.846104,,0.0,0.0
CopperSheet,2020-04-04,4,22.51634,,0.0,0.0
CopperSheet,2020-04-04,5,23.129011,,0.0,0.0
CopperSheet,2020-04-04,6,24.617429,,0.0,0.0
CopperSheet,2020-04-04,7,27.050323,,0.0,0.0
CopperSheet,2020-04-04,8,21.116774,,0.0,0.0
CopperSheet,2020-04-04,9,20.419032,,0.0,0.0
CopperSheet,2020-04-04,10,20.846104,,0.0,0.0
CopperSheet,2020-04-04,11,23.07,,0.0,0.0
CopperSheet,2020-04-04,12,19.689677,,0.0,0.0
CopperSheet,2020-04-04,13,0.0,,0.0,0.0
CopperSheet,2020-04-04,14,0.0,,0.0,0.0
CopperSheet,2020-04-04,15,0.0,,0.0,0.0
CopperSheet,2020-04-04,16,0.0,,0.0,0.0
CopperSheet,2020-04-04,17,0.0,,0.0,0.0
CopperSheet,2020-04-04,18,0.0,,0.0,0.0
CopperSheet,2020-04-04,19,21.116774,,0.0,0.0
CopperSheet,2020-04-04,20,33.035161,,0.0,0.0
CopperSheet,2020-04-04,21,36.123987,,0.0,0.0
CopperSheet,2020-04-04,22,26.790747,,0.0,0.0
CopperSheet,2020-04-04,23,24.617429,,0.0,0.0
CopperSheet,2020-04-04,24,20.419032,,0.0,0.0
CopperSheet,2020-04-05,1,20.4,,0.0,0.0
CopperSheet,2020-04-05,2,20.4,,0.0,0.0
CopperSheet,2020-04-05,3,23.07,,0.0,0.0
CopperSheet,2020-04-05,4,27.274839,,0.0,0.0
CopperSheet,2020-04-05,5,27.050323,,0.0,0.0
CopperSheet,2020-04-05,6,27.050323,,0.0,0.0
CopperSheet,2020-04-05,7,27.050323,,0.0,0.0
CopperSheet,2020-04-05,8,0.0,,0.0,0.0
CopperSheet,2020-04-05,9,0.0,,0.0,0.0
CopperSheet,2020-04-05,10,0.0,,0.0,0.0
CopperSheet,2020-04-05,11,0.0,,0.0,0.0
CopperSheet,2020-04-05,12,0.0,,0.0,0.0
CopperSheet,2020-04-05,13,0.0,,0.0,0.0
CopperSheet,2020-04-05,14,0.0,,0.0,0.0
CopperSheet,2020-04-05,15,0.0,,0.0,0.0
CopperSheet,2020-04-05,16,0.0,,0.0,0.0
CopperSheet,2020-04-05,17,0.0,,0.0,0.0
CopperSheet,2020-04-05,18,19.429677,,0.0,0.0
CopperSheet,2020-04-05,19,24.617429,,0.0,0.0
CopperSheet,2020-04-05,20,36.123987,,0.0,0.0
CopperSheet,2020-04-05,21,33.035161,,0.0,0.0
CopperSheet,2020-04-05,22,23.657742,,0.0,0.0
CopperSheet,2020-04-05,23,21.843871,,0.0,0.0
CopperSheet,2020-04-05,24,19.689677,,0.0,0.0
CopperSheet,2020-04-06,1,22.968387,,0.0,0.0
CopperSheet,2020-04-06,2,26.324188,,0.0,0.0
CopperSheet,2020-04-06,3,30.530146,,0.0,0.0
CopperSheet,2020-04-06,4,32.462075,,0.0,0.0
CopperSheet,2020-04-06,5,36.123987,,0.0,0.0
CopperSheet,2020-04-06,6,27.75487,,0.0,0.0
CopperSheet,2020-04-06,7,27.75487,,0.0,0.0
CopperSheet,2020-04-06,8,22.968387,,0.0,0.0
CopperSheet,2020-04-06,9,18.463399,,0.0,0.0
CopperSheet,2020-04-06,10,0.0,,0.0,0.0
CopperSheet,2020-04-06,11,19.689677,,0.0,0.0
CopperSheet,2020-04-06,12,26.324188,,0.0,0.0
CopperSheet,2020-04-06,13,27.75487,,0.0,0.0
CopperSheet,2020-04-06,14,23.206645,,0.0,0.0
CopperSheet,2020-04-06,15,23.206645,,0.0,0.0
CopperSheet,2020-04-06,16,27.75487,,0.0,0.0
CopperSheet,2020-04-06,17,32.462075,,0.0,0.0
CopperSheet,2020-04-06,18,36.123987,,0.0,0.0
CopperSheet,2020-04-06,19,19.689677,,0.0,0.0
CopperSheet,2020-04-06,20,25.3,,0.0,0.0
CopperSheet,2020-04-06,21,33.035161,,0.0,0.0
CopperSheet,2020-04-06,22,27.050323,,0.0,0.0
CopperSheet,2020-04-06,23,26.324188,,0.0,0.0
CopperSheet,2020-04-06,24,25.3,,0.0,0.0
CopperSheet,2020-04-07,1,23.657742,,0.0,0.0
CopperSheet,2020-04-07,2,20.419032,,0.0,0.0
CopperSheet,2020-04-07,3,22.492903,,0.0,0.0
CopperSheet,2020-04-07,4,22.51634,,0.0,0.0
CopperSheet,2020-04-07,5,21.843871,,0.0,0.0
CopperSheet,2020-04-07,6,23.206645,,0.0,0.0
CopperSheet,2020-04-07,7,27.050323,,0.0,0.0
CopperSheet,2020-04-07,8,27.27451,,0.0,0.0
CopperSheet,2020-04-07,9,26.790747,,0.0,0.0
CopperSheet,2020-04-07,10,27.27451,,0.0,0.0
CopperSheet,2020-04-07,11,30.530146,,0.0,0.0
CopperSheet,2020-04-07,12,26.790747,,0.0,0.0
CopperSheet,2020-04-07,13,26.790747,,0.0,0.0
CopperSheet,2020-04-07,14,25.908442,,0.0,0.0
CopperSheet,2020-04-07,15,23.657742,,0.0,0.0
CopperSheet,2020-04-07,16,25.3,,0.0,0.0
CopperSheet,2020-04-07,17,25.3,,0.0,0.0
CopperSheet,2020-04-07,18,25.908442,,0.0,0.0
CopperSheet,2020-04-07,19,27.75487,,0.0,0.0
CopperSheet,2020-04-07,20,36.123987,,0.0,0.0
CopperSheet,2020-04-07,21,36.123987,,0.0,0.0
CopperSheet,2020-04-07,22,27.75487,,0.0,0.0
CopperSheet,2020-04-07,23,25.908442,,0.0,0.0
CopperSheet,2020-04-07,24,25.908442,,0.0,0.0
CopperSheet,2020-04-08,1,26.324188,,0.0,0.0
CopperSheet,2020-04-08,2,26.324188,,0.0,0.0
CopperSheet,2020-04-08,3,26.324188,,0.0,0.0
CopperSheet,2020-04-08,4,27.27451,,0.0,0.0
CopperSheet,2020-04-08,5,24.617429,,0.0,0.0
CopperSheet,2020-04-08,6,25.3,,0.0,0.0
CopperSheet,2020-04-08,7,27.27451,,0.0,0.0
CopperSheet,2020-04-08,8,23.07,,0.0,0.0
CopperSheet,2020-04-08,9,21.11634,,0.0,0.0
CopperSheet,2020-04-08,10,19.034194,,0.0,0.0
CopperSheet,2020-04-08,11,18.861,,0.0,0.0
CopperSheet,2020-04-08,12,20.4,,0.0,0.0
CopperSheet,2020-04-08,13,20.419032,,0.0,0.0
CopperSheet,2020-04-08,14,23.07,,0.0,0.0
CopperSheet,2020-04-08,15,22.492903,,0.0,0.0
CopperSheet,2020-04-08,16,21.288312,,0.0,0.0
CopperSheet,2020-04-08,17,21.843871,,0.0,0.0
CopperSheet,2020-04-08,18,24.617429,,0.0,0.0
CopperSheet,2020-04-08,19,23.07,,0.0,0.0
CopperSheet,2020-04-08,20,36.123987,,0.0,0.0
CopperSheet,2020-04-08,21,27.050323,,0.0,0.0
CopperSheet,2020-04-08,22,23.657742,,0.0,0.0
CopperSheet,2020-04-08,23,23.07,,0.0,0.0
CopperSheet,2020-04-08,24,19.689677,,0.0,0.0
CopperSheet,2020-04-09,1,25.3,,0.0,0.0
CopperSheet,2020-04-09,2,25.3,,0.0,0.0
CopperSheet,2020-04-09,3,0.0,,0.0,0.0
CopperSheet,2020-04-09,4,0.0,,0.0,0.0
CopperSheet,2020-04-09,5,0.0,,0.0,0.0
CopperSheet,2020-04-09,6,0.0,,0.0,0.0
CopperSheet,2020-04-09,7,0.0,,0.0,0.0
CopperSheet,2020-04-09,8,0.0,,0.0,0.0
CopperSheet,2020-04-09,9,0.0,,0.0,0.0
CopperSheet,2020-04-09,10,0.0,,0.0,0.0
CopperSheet,2020-04-09,11,0.0,,0.0,0.0
CopperSheet,2020-04-09,12,0.0,,0.0,0.0
CopperSheet,2020-04-09,13,0.0,,0.0,0.0
CopperSheet,2020-04-09,14,0.0,,0.0,0.0
CopperSheet,2020-04-09,15,0.0,,0.0,0.0
CopperSheet,2020-04-09,16,0.0,,0.0,0.0
CopperSheet,2020-04-09,17,0.0,,0.0,0.0
CopperSheet,2020-04-09,18,0.0,,0.0,0.0
CopperSheet,2020-04-09,19,10000.0,,0.0,0.0
CopperSheet,2020-04-09,20,32.462075,,0.0,0.0
CopperSheet,2020-04-09,21,36.123987,,0.0,0.0
